dataset,src,run,follower,leader,lane,dt,units,t_start,t_end,duration_s,n_points,is_av_follower,mean_speed,min_gap,mean_gap,max_gap,length_imputed,n_missing_frames,max_gap_frames,coverage,n_collision_frames,split,path
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,711,701,6.0,0.1,ft,116.2,168.8,52.60000000000001,527,False,24.20786912003985,12.358111100000041,57.35507969108159,162.5040942,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f711_l701_00036.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1437,1429,2.0,0.1,ft,417.0,471.6,54.60000000000002,547,False,25.305517202266913,37.29703159999995,90.4652547470384,147.56447699999998,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1437_l1429_00037.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1437,1434,2.0,0.1,ft,410.70000000000005,483.70000000000005,73.0,731,False,20.94169952586867,16.18551969999994,29.117388810300955,47.46171009999999,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1437_l1434_00038.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1367,1358,2.0,0.1,ft,388.8,454.1,65.30000000000001,654,False,23.223006653094803,11.35493409999999,34.06573768146788,67.9750542,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1367_l1358_00039.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1367,1358,6.0,0.1,ft,404.70000000000005,457.3,52.599999999999966,527,False,17.639782894455408,7.205309699999907,27.80749178690703,43.30966300000009,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1367_l1358_00040.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1585,1577,2.0,0.1,ft,463.5,519.8000000000001,56.30000000000007,564,False,23.73514341074468,13.444681000000037,31.881158634521277,50.53668870000002,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1585_l1577_00041.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1585,1581,5.0,0.1,ft,483.70000000000005,538.1,54.39999999999998,545,False,22.374287497530275,7.524878400000045,29.101723710642197,52.64361800000002,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1585_l1581_00042.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,459,448,2.0,0.1,ft,141.70000000000002,206.4,64.69999999999999,648,False,23.79174958535494,20.773348099999975,37.07277148222222,59.22887900000008,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f459_l448_00043.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,459,453,5.0,0.1,ft,49.2,114.30000000000001,65.10000000000001,652,False,24.400986308263807,9.825849000000016,32.53906995656441,52.6290714,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f459_l453_00044.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,459,454,6.0,0.1,ft,203.9,257.90000000000003,54.00000000000003,541,False,12.99233048936599,12.308620099999995,23.919809815175594,39.67818029,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f459_l454_00045.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1032,1025,4.0,0.1,ft,293.2,345.5,52.30000000000001,524,False,25.68314999114886,22.02272899999998,68.52133281874046,135.55602209999995,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1032_l1025_00046.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1032,1020,5.0,0.1,ft,261.2,312.1,50.900000000000034,510,False,23.25540023407843,16.31767500000019,47.551595326274516,105.56784359999996,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1032_l1020_00047.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1198,1192,5.0,0.1,ft,340.1,391.0,50.89999999999998,510,False,30.203928361588236,14.341869000000042,31.672768947078428,44.40049919999997,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1198_l1192_00048.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,2045,1995,4.0,0.1,ft,591.3000000000001,683.9000000000001,92.60000000000002,927,False,16.64412468069795,7.362626199999976,22.26336970264293,36.941466000000176,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f2045_l1995_00049.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,2045,2044,2.0,0.1,ft,618.9000000000001,764.7,145.79999999999995,1459,False,10.576662995986293,4.224768999999991,28.39554927662097,163.84538186999998,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f2045_l2044_00050.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1215,1208,4.0,0.1,ft,463.5,527.5,64.0,641,False,24.082743040915755,13.425766999999905,32.007723857425894,53.798316999999955,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1215_l1208_00051.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1779,1764,3.0,0.1,ft,518.4,586.4,68.0,681,False,21.369287126227608,11.159049600000014,73.39628455534509,126.45361599999997,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1779_l1764_00052.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,262,252,5.0,0.1,ft,152.4,235.0,82.6,827,False,18.330807141050787,14.207169499999917,37.89263057683192,65.05592699999984,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f262_l252_00053.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1911,1908,5.0,0.1,ft,607.0,658.1,51.10000000000002,512,False,14.38914126083008,8.340898000000106,27.73528567324219,53.07505849999991,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1911_l1908_00054.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1911,1905,4.0,0.1,ft,586.4,744.2,157.80000000000007,1579,False,8.849748320451551,8.51260199999997,28.94892082773907,78.11548469999998,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1911_l1905_00055.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,865,857,3.0,0.1,ft,334.5,429.40000000000003,94.90000000000003,950,False,15.734896720701053,10.398722299999985,42.722746466505264,83.64090199999983,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f865_l857_00056.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1819,1815,5.0,0.1,ft,558.6,620.2,61.60000000000002,617,False,20.11144064767099,20.182862000000068,57.555775130794174,107.49575900000009,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1819_l1815_00057.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,461,453,4.0,0.1,ft,219.10000000000002,295.3,76.19999999999999,763,False,20.062755482183487,12.839708449999993,50.98441063186108,90.2523669999999,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f461_l453_00058.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,317,301,3.0,0.1,ft,161.4,227.60000000000002,66.20000000000002,663,False,14.862619871057317,20.17879560000001,37.07993575422322,66.11810600000008,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f317_l301_00059.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1314,1309,3.0,0.1,ft,373.90000000000003,434.70000000000005,60.80000000000001,609,False,25.12504264326765,16.090604000000166,34.43138198602627,54.21811409999994,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1314_l1309_00060.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1314,1311,4.0,0.1,ft,342.3,450.1,107.80000000000001,1079,False,14.386259239433736,9.839969999999948,22.037977354207598,64.8627944,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1314_l1311_00061.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1167,1161,3.0,0.1,ft,328.6,381.5,52.89999999999998,530,False,29.206906729962263,16.64826399999988,36.775462920207545,61.43152699999992,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1167_l1161_00062.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1325,1320,6.0,0.1,ft,382.1,437.0,54.89999999999998,550,False,16.770446740981818,14.340674999999987,34.5989166229091,75.91741100000009,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1325_l1320_00063.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1429,1420,5.0,0.1,ft,394.0,475.3,81.30000000000001,814,False,15.314246796585994,18.133552799999915,27.1227862687592,38.014350599999986,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1429_l1420_00064.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,1429,1423,6.0,0.1,ft,552.5,614.8000000000001,62.30000000000007,624,False,14.977245505673077,6.135442999999849,25.993811286698712,73.58878599999998,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f1429_l1423_00065.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,293,282,2.0,0.1,ft,97.7,160.10000000000002,62.40000000000002,625,False,24.501736823711997,30.813708599999995,40.970276075824,51.93273400000005,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f293_l282_00066.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,2408,2417,4.0,0.1,ft,740.3000000000001,816.8000000000001,76.5,766,False,15.100017141459531,4.6601659999999825,26.862635002088776,118.85981780000006,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f2408_l2417_00067.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,1158,1150,4.0,0.1,ft,335.0,387.8,52.80000000000001,529,False,24.4974507535482,24.7225939999998,60.97844114820417,105.51971009999995,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f1158_l1150_00068.csv
ngsim,final_I80_trajectories-0500pm-0515pm,final_I80_trajectories-0500pm-0515pm,1158,1156,6.0,0.1,ft,308.70000000000005,360.70000000000005,52.0,521,False,18.50256837956046,1.2910368000000059,25.534237946833013,57.12402099999995,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0500pm-0515pm_runfinal_I80_trajectories-0500pm-0515pm_f1158_l1156_00069.csv
ngsim,final_I80_trajectories-0515pm-0530pm,final_I80_trajectories-0515pm-0530pm,210,194,5.0,0.1,ft,133.9,211.10000000000002,77.20000000000002,773,False,18.750008546886157,19.567665299999998,57.42291754283312,138.19591999999983,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0515pm-0530pm_runfinal_I80_trajectories-0515pm-0530pm_f210_l194_00070.csv
ngsim,final_I80_trajectories-0400pm-0415pm,final_I80_trajectories-0400pm-0415pm,868,857,2.0,0.1,ft,242.8,300.5,57.69999999999999,578,False,26.75730338634256,9.387227199999938,38.01770720243944,55.64336327000001,False,0,0,1.0,0,train,train/ngsim_final_I80_trajectories-0400pm-0415pm_runfinal_I80_trajectories-0400pm-0415pm_f868_l857_00071.csv
